Symbol,Dividend,DividendPct,EPS,MarketCap,PE
BNNY,,,0.65,831610000.0,75.64
BNS,2.4,4.0,5.13,72430000000.0,11.74
BNSO,,,-0.14,7610000.0,
BNY,0.83,6.3,-1.19,169690000.0,
BOBE,1.24,2.1,-0.31,1590000000.0,
BOCH,0.12,2.1,0.42,83040000.0,13.22
BODY,,,-0.46,92450000.0,
BOE,0.1,0.7,1.58,1020000000.0,9.33
BOFI,,,2.89,917250000.0,22.99
BOH,1.8,3.1,3.47,2600000000.0,16.78
BOKF,1.52,2.4,4.92,4450000000.0,13.14
BOLT,0.36,1.9,0.85,164560000.0,22.3
BONA,,,-0.03,350580000.0,
BONT,0.2,1.8,0.01,231310000.0,868.46
BOOM,0.16,0.7,0.75,308620000.0,29.76
BORN,,,0.59,50940000.0,3.37
BOSC,,,-0.26,5310000.0,
BOTA,,,-0.31,115110000.0,
BOTJ,,,0.94,30170000.0,9.58
BOXC,1.09,4.4,,2380000000.0,
BP,2.16,4.9,8.23,137980000000.0,5.31
BPFH,0.28,2.4,0.63,937900000.0,18.59
BPFHP,,,0.63,1870000000.0,37.03
BPHX,,,-0.54,46370000.0,
BPI,,,1.54,1080000000.0,12.95
BPK,0.73,4.5,0.5,259940000.0,32.81
BPL,4.25,6.2,2.81,7150000000.0,23.96
BPO,0.56,3.0,2.51,9460000000.0,7.46
BPOP,,,5.01,2680000000.0,5.19
BPT,8.67,10.4,8.86,1770000000.0,9.34
BPY,1.0,5.1,13.95,1570000000.0,1.4
BPZ,,,-0.31,252740000.0,
BQH,0.8,6.1,1.84,36840000.0,7.17
BR,0.84,2.4,1.69,4160000000.0,20.67
BRC,0.78,2.6,-3.02,1550000000.0,
BRCD,,,0.42,3510000000.0,18.88
BRCM,0.44,1.7,0.87,15360000000.0,31.18
BRE,1.58,2.9,2.13,4230000000.0000005,25.71
BREW,,,0.02,332530000.0,878.0
BRFS,0.03,0.1,0.69,21340000000.0,35.56
BRID,,,0.42,87450000.0,22.82
BRKL,0.34,3.8,0.57,625680000.0,15.8
BRKR,,,0.48,3400000000.0,42.59
BRKS,0.32,3.3,1.64,617350000.0,5.95
BRLI,,,1.71,909450000.0,19.22
BRO,0.4,1.2,1.45,4750000000.0,22.54
BRP,,,0.89,2620000000.0,25.04
BRS,1.0,1.3,3.66,2900000000.0,21.8
BRSS,,,0.6,412280000.0,32.39
BRT,,,0.14,99420000.0,50.87
BRY,0.32,0.7,2.87,2630000000.0,16.59
BSAC,0.68,2.7,1.6,11520000000.0,15.28
BSBR,0.28,4.0,0.63,26500000000.0,11.1
BSD,0.89,7.0,1.74,92540000.0,7.29
BSDM,,,-0.27,51310000.0,
BSET,0.24,1.6,1.88,162000000.0,7.91
BSFT,,,0.1,992210000.0,367.6
BSI,,,-0.43,261839999.99999997,
BSMX,0.22,1.6,0.92,18490000000.0,14.8
BSPM,,,-1.25,13490000.0,
BSQR,,,-0.03,33690000.0,
BSRR,0.28,1.6,0.82,266140000.0,22.87
BSTC,,,0.57,120310000.0,33.3
BSX,,,-0.12,15500000000.0,
BT,1.94,3.7,3.97,45830000000.0,14.73
BTA,0.74,7.0,1.42,142270000.0,7.45
BTE,2.53,6.2,0.86,5070000000.0,47.81
BTH,0.2,1.6,-0.37,248190000.0,
BTU,0.34,1.8,-3.62,5190000000.0,
BTUI,,,-1.08,34360000.0,
BUD,1.89,1.8,8.04,167220000000.0,12.96
BUR,,,-0.2,78430000.0,
BURL,,,0.58,1920000000.0,46.2
BUSE,0.16,3.1,0.23,456030000.0,22.77
BV,,,-0.87,717270000.0,
BVA,,,-0.04,11880000.0,
BVN,0.58,4.0,1.75,3740000000.0,8.41
BVSN,,,-1.44,48280000.0,
BWA,1.0,0.9,4.6,12150000000.0,23.1
BWC,0.32,1.0,1.81,3640000000.0,18.08
BWEN,,,-1.06,112470000.0,
BWINA,1.0,3.8,2.43,397270000.0,10.96
BWINB,1.0,3.6,2.43,413830000.0,11.42
BWLD,,,3.21,2370000000.0,39.35
BWP,2.13,6.8,1.24,7370000000.0,24.46
BWS,0.28,1.2,0.76,989170000.0,30.29
BX,0.92,3.4,1.13,14900000000.0,23.4
BXC,,,-0.67,174870000.0,
BXMT,1.08,4.3,21.81,719160000.0,1.14
BXP,2.6,2.5,4.07,16360000000.0,26.41
BXS,0.2,0.9,0.88,2130000000.0,25.44
BYD,,,-10.34,1430000000.0,
BYFC,,,-1.83,2110000.0,
BYI,,,3.45,2800000000.0,21.18
BZH,,,-4.61,465880000.0,
BZT,,,-4.61,749670000.0,
C,0.04,0.1,3.11,152100000000.0,16.11
C-R,3.0,7.6,6.88,3520000000.0,5.9
C-S,0.9,1.5,3.37,75750000000.0,18.32
CA,1.0,3.2,2.34,14090000000.0,13.43
CAAS,,,0.7,196580000.0,10.09
CAB,,,2.87,4219999999.9999995,20.82
CAC,1.08,2.6,2.92,314390000.0,14.1
CACB,,,1.09,266630000.0,5.2
CACC,,,9.52,2850000000.0,12.5
CACG,,,-0.14,28490000.0,
CACH,,,-2.26,117070000.0,
CACI,,,6.35,1650000000.0,11.16
CADC,,,-15.88,9780000.0,
CADX,,,-0.59,442380000.0,
CAE,0.19,1.7,0.64,2940000000.0,17.54
CAFI,,,0.84,84640000.0,7.43
CAG,1.0,3.2,1.58,13580000000.0,20.44
CAH,1.21,2.2,0.97,18860000000.0,57.45
CAJ,1.06,3.3,2.51,37290000000.0,12.95
CAKE,0.56,1.2,1.89,2470000000.0,24.96
CALD,,,-0.77,395010000.0,
CALI,,,0.31,9900000.0,8.65
CALL,,,2.75,239390000.0,4.65
CALM,0.27,0.5,2.07,1260000000.0,25.32
CALX,,,-0.51,589020000.0,
CAM,,,2.81,12980000000.0,19.37
CAMP,,,1.25,849640000.0,19.54
CAMT,,,-0.05,57990000.0,
CAP,,,3.12,519650000.0,7.52
CAR,,,1.42,3180000000.0,20.73
CARB,,,-0.59,396180000.0,
CART,,,-0.4,14130000.0,
CARV,,,0.39,29560000.0,20.62
CARZ,,,11.0,,
CAS,,,-0.73,348130000.0,
CASH,0.52,1.4,2.27,221460000.0,16.37
CASM,,,-0.68,17730000.0,
CASS,0.8,1.4,2.03,690120000.0,29.56
CASY,0.72,1.0,3.28,2790000000.0,22.14
CAT,2.4,2.8,5.25,53880000000.0,16.07
CATM,,,1.07,1750000000.0,36.45
CATO,0.2,0.7,1.99,866830000.0,15.15
CATY,0.04,0.2,1.33,2029999999.9999998,19.35
CAVM,,,-1.87,1940000000.0,
CB,1.76,1.9,7.15,23320000000.0,12.96
CBAK,,,-6.25,26500000.0,
CBAN,,,0.24,50800000.0,25.08
CBB,,,-0.26,655240000.0,
CBD,0.2,0.4,1.86,13180000000.0,26.84
CBEY,,,-0.15,197020000.0,
CBF,,,1.08,1160000000.0,20.68
CBG,,,0.97,7660000000.0,24.21
CBI,0.2,0.3,3.04,7920000000.0,24.31
CBIN,0.44,2.2,2.21,67280000.0,8.97
CBK,,,-0.06,214800000.0,
CBL,0.92,4.5,0.43,3430000000.0,47.04
CBLI,,,-0.49,64379999.99999999,
CBM,,,1.91,513280000.0,8.92
CBMX,,,-3.92,13360000.0,
CBNJ,0.24,2.6,0.45,113560000.0,20.87
CBNK,0.2,1.1,0.56,96270000.0,31.64
CBOE,0.72,1.4,1.97,4350000000.0,25.21
CBPO,,,1.83,777030000.0,15.75
CBR,,,-0.21,251620000.0,
CBRL,3.0,2.8,4.9,2600000000.0,22.26
CBRX,,,0.57,79210000.0,12.64
CBS,0.48,0.8,2.65,35830000000.0,22.35
CBSH,0.9,1.9,2.86,4260000000.0,16.31
CBST,,,0.39,4740000000.0,166.18
CBT,0.8,1.7,2.18,2940000000.0,21.1
CBU,1.12,3.0,2.03,1490000000.0,18.27
CBZ,,,1.83,395450000.0,4.4
CCBG,,,0.27,211330000.0,44.98
CCC,,,0.49,1110000000.0,41.44
CCCL,0.19,5.4,0.71,73550000.0,5.11
CCCR,,,0.81,99130000.0,11.77
CCE,0.8,1.9,2.25,11100000000.0,18.7
CCG,0.66,6.4,0.27,659970000.0,38.17
CCH,0.44,1.5,0.59,10750000000.0,49.53
CCI,,,0.32,24940000000.0,235.62
CCIH,,,-0.15,152010000.0,
CCIX,0.16,0.7,1.41,403190000.0,15.46
CCJ,0.39,2.1,0.45,7320000000.0,41.22
CCK,,,2.21,5690000000.0,18.68
CCL,1.0,2.9,1.42,27070000000.0,24.59
CCM,,,0.42,244650000.0,13.05
CCMP,,,1.97,897840000.0,19.84
CCNE,0.66,3.3,1.27,249630000.0,15.8
CCO,,,-0.56,3240000000.0,
CCOI,0.56,1.6,0.04,1640000000.0,
CCRN,,,-0.89,183080000.0,
CCSC,,,0.29,255270000.0,33.28
CCU,0.61,2.2,1.58,4310000000.0,17.16
CCUR,0.48,6.6,0.48,64720000.0,15.38
CCV,,,2.53,58380000000.0,8.78
CCXI,,,-1.06,218460000.0,
CDE,,,-0.01,1300000000.0,
CDI,0.52,3.2,0.82,316060000.0,19.8
CDNS,,,1.51,3570000000.0,8.48
CDR,0.2,3.4,0.25,403620000.0,23.11
CDTI,,,-1.11,10440000.0,
CDW,,,0.94,3790000000.0,23.46
CDXS,,,-1.06,66269999.99999999,
CDZI,,,-1.45,84680000.0,
CE,0.72,1.3,3.2,8830000000.0,17.5
CEA,,,1.9,4280000000.0000005,8.89
CEB,0.9,1.2,0.93,2550000000.0,81.45
CEC,0.96,2.1,2.74,794940000.0,17.13
CECE,0.2,1.1,0.66,323750000.0,27.49
CECO,,,-2.12,385730000.0,
CEDU,,,0.39,20150000.0,17.16
CEL,,,0.96,1150000000.0,12.1
CELG,,,3.47,65420000000.0,44.98
CEMI,,,0.03,35150000.0,121.61
CEMP,,,-1.08,387840000.0,
CENT,,,0.21,374000000.0,35.68
CENTA,,,0.21,363170000.0,34.65
CENX,,,-0.51,832000000.0,
CEO,5.8,3.0,23.6,87830000000.0,8.34
CEQP,0.54,3.7,0.34,2530000000.0,44.06
CERE,,,-1.29,40350000.0,
CERN,,,1.23,19390000000.0,45.97
CERS,,,-0.4,468630000.0,
CETV,,,-6.98,853960000.0,
CEVA,,,0.41,307560000.0,34.17
CF,4.0,1.9,28.54,12510000000.0,7.65
CFBK,,,0.08,22150000.0,17.72
CFFI,1.16,2.1,4.53,187490000.0,12.42
CFFN,0.3,2.4,0.48,1880000000.0,27.32
CFI,0.16,0.8,1.45,242490000.0,13.64
CFN,,,1.72,8359999999.999999,22.65
CFNB,2.2,12.3,0.73,192940000.0,25.3
CFNL,0.24,1.5,1.07,511450000.0,15.74
CFR,2.0,2.8,3.78,4330000000.0,18.94
CFX,,,1.4,5690000000.0,40.03
CG,0.64,2.1,0.56,1490000000.0,54.23
CGA,,,1.61,121270000.0,2.52
CGEN,,,-0.44,393620000.0,
CGG,,,0.96,3980000000.0,23.56
CGI,0.08,0.4,1.17,411470000.0,15.4
CGIX,,,-10.04,87090000.0,
CGNX,0.22,0.7,0.76,2720000000.0,41.42
CGX,,,2.7,617060000.0,23.6
CHA,0.99,1.9,3.2,42280000000.0,16.33
CHC,,,-0.07,134540000.0,
CHCI,,,-0.54,43120000.0,
CHCO,1.48,3.2,2.94,734590000.0,15.88
CHD,1.12,1.7,2.61,8930000000.0,24.7
CHDN,0.72,0.8,3.37,1520000000.0,26.09
CHDX,,,0.16,283280000.0,106.73
CHE,0.8,1.1,4.41,1280000000.0,15.62
CHEF,,,0.73,523210000.00000006,33.75
CHEV,0.36,3.3,0.32,75260000.0,34.17
CHFC,0.88,3.0,1.89,814600000.0,15.65
CHFN,0.2,1.8,0.31,240340000.0,35.21
CHH,0.74,1.6,1.87,2730000000.0,24.99
CHK,0.35,1.2,-2.18,18290000000.0,
CHKE,0.4,3.0,0.79,113940000.0,17.16
CHKP,,,3.13,11410000000.0,18.67
CHKR,2.76,19.3,2.3,652160000.0,6.08
CHL,1.97,3.8,5.11,209330000000.0,10.2
CHLN,,,0.61,95080000.0,4.43
CHMG,1.04,3.0,2.16,161460000.0,16.29
CHMI,,,,134630000.0,
CHMT,,,-0.9,2400000000.0,
CHNR,,,-0.57,114840000.0,
CHOP,,,0.02,89880000.0,79.47
CHRM,0.5,11.5,-0.19,172910000.0,
CHRW,1.4,2.3,3.66,9690000000.0,16.63
CHS,0.22,1.3,1.02,2670000000.0,16.77
CHSP,1.04,4.3,0.58,1150000000.0,41.45
CHT,1.23,3.9,1.7,24410000000.0,18.51
CHTP,,,-0.23,198110000.0,
CHTR,,,-2.52,13850000000.0,
CHU,0.17,1.1,0.66,36780000000.0,23.53
CHUY,,,0.56,605050000.0,65.76
CHXF,,,12.0,,
CHYR,,,-1.27,46070000.0,
CI,0.04,0.1,4.97,21000000000.0,14.93
CIA,,,0.1,460240000.0,96.74
CIB,1.61,2.8,4.22,12110000000.0,13.47
CIDM,,,-0.59,93780000.0,
CIE,,,-0.77,9260000000.0,
CIEN,,,-1.13,2490000000.0,
CIFC,0.4,5.1,0.37,163930000.0,21.32
CIG,,,2.46,8810000000.0,3.72
CIM,0.36,11.7,0.11,3160000000.0,28.0
CIMT,0.16,2.4,0.37,59640000.0,17.22
CINF,1.68,3.3,3.56,8240000000.0,14.14
CIR,0.15,0.3,1.8,1120000000.0,35.51
CIS,,,-1.23,91240000.0,
CISAA,,,,51920000.0,
CISAU,,,,14700000.0,
CISAW,,,,1850000.0,
CISG,,,0.26,244220000.0,19.18
CIT,0.4,0.8,3.73,9870000000.0,13.22
CITZ,0.04,0.3,0.38,138560000.0,33.47
CIZN,0.88,4.7,1.38,91000000.0,13.57
CJES,,,2.3,1210000000.0,9.66
CJJD,,,-1.16,13360000.0,
CKEC,,,5.29,419870000.0,4.44
CKH,,,1.78,1920000000.0,53.99
CKP,,,-1.46,729580000.0,
CKSW,0.2,2.8,-0.08,233080000.0,
CL,1.36,2.1,2.41,59920000000.0,26.93
CLB,1.09,0.6,5.02,8590000000.0,37.71
CLBH,,,1.75,34430000.0,5.76
CLC,0.68,1.2,2.41,2950000000.0,24.4
CLCT,1.3,8.1,0.7,138890000.0,23.24
CLD,,,2.19,965880000.0,7.31
CLDT,0.84,4.3,-0.04,438510000.0,
CLDX,,,-0.99,1910000000.0,
CLF,0.6,2.4,-8.61,3740000000.0,
CLFD,,,0.54,204180000.0,29.53
CLGX,,,1.38,3000000000.0,23.17
CLH,,,1.87,3780000000.0,33.48
CLI,1.2,5.5,0.34,1880000000.0,62.3
CLIR,,,-0.58,70430000.0,
CLMS,0.5,5.0,0.59,196320000.0,16.94
CLMT,2.74,8.7,1.89,2170000000.0,16.64
CLNE,,,-0.81,1050000000.0,
CLNT,,,2.4,19760000.0,2.35
CLNY,1.4,6.7,1.13,1390000000.0,18.63
CLR,,,3.96,21450000000.0,29.4
CLRO,,,2.97,85450000.0,3.2
CLRX,,,-2.11,8860000.0,
CLS,,,0.55,2049999999.9999998,20.38
CLSN,,,-0.45,71560000.0,
CLUB,,,0.51,312350000.0,25.21
CLV,1.75,7.8,-8.61,3380000000.0,
CLVS,,,-2.84,1660000000.0,
CLW,,,1.94,1160000000.0,27.23
CLWT,,,-0.21,8050000.000000001,
CLX,2.84,3.2,4.3,11640000000.0,20.78
CM,3.72,4.5,8.37,33290000000.0,9.95
CMA,0.68,1.6,2.9,7890000000.0,14.81
CMC,0.48,2.6,0.66,2140000000.0000002,27.79
CMCO,,,3.89,527039999.99999994,6.94
CMCSA,0.78,1.6,2.53,126600000000.0,19.04
CMCSK,0.78,1.7,2.53,123130000000.0,18.52
CME,1.8,2.4,2.8,25130000000.0,26.84
CMG,,,9.87,16329999999.999998,53.46
CMGE,,,-0.69,377250000.0,
CMI,2.5,1.8,7.51,25080000000.0,17.97
CMLP,1.62,7.6,0.18,1870000000.0,120.0
CMLS,,,-0.17,1020000000.0,
CMN,0.09,0.3,0.95,1430000000.0,37.14
CMO,1.24,10.5,0.88,1130000000.0,13.34
CMP,2.18,2.8,2.87,2570000000.0,26.78
CMRE,1.08,6.0,1.32,1330000000.0,13.45
CMRX,,,-7.4,407380000.0,
CMS,1.02,3.6,1.53,7430000000.0,18.35
CMSB,,,0.32,14130000.0,25.82
CMTL,1.1,3.8,0.97,490780000.0,30.87
CMU,0.29,6.9,0.42,118830000.0,9.93
CNA,0.8,2.0,2.43,10940000000.0,16.69
CNAT,,,-0.54,140460000.0,
CNBC,0.3,2.0,1.18,246350000.0,12.77
CNBKA,0.48,1.5,3.56,184350000.0,9.32
CNC,,,2.11,3230000000.0,27.91
CNCO,0.15,1.2,0.47,11670000000.0,26.45
CNDO,,,-1.34,58700000.0,
CNET,,,0.13,17560000.0,5.98
CNI,0.83,0.7,6.18,45670000000.0,17.68
CNIT,,,-4.46,122070000.0,
CNK,0.84,2.8,1.38,3770000000.0,23.95
CNL,1.45,3.1,2.57,2870000000.0,18.47
CNMD,0.6,1.6,1.29,1000000000.0,28.2
CNO,0.12,0.8,0.76,3290000000.0,19.47
CNOB,,,2.2,194760000.0,17.4
CNP,0.83,3.3,0.44,10650000000.0,56.45
CNQ,0.48,1.5,1.3,34030000000.0,24.01
CNQR,,,-0.45,6080000000.0,
CNS,0.8,2.3,1.4,1760000000.0,28.4
CNSI,,,0.08,713010000.0,428.0
CNSL,1.55,8.3,0.42,749270000.0,44.58
CNTF,,,-0.05,71990000.0,
CNTY,,,0.3,133910000.0,18.81
CNW,0.4,0.9,1.65,2590000000.0,27.72
CNX,0.5,1.3,0.55,8680000000.0,69.63
CNYD,,,-2.18,17810000.0,
CO,,,0.24,278870000.0,16.19
COA,,,-0.53,241810000.0,
COB,,,-0.87,229100000.0,
COBK,,,-0.26,51990000.0,
COBR,,,-0.24,18640000.0,
COBZ,0.12,1.1,0.66,436180000.0,16.74
COCO,,,-0.02,213890000.0,
CODE,,,-0.1,725890000.0,
CODI,1.44,7.5,-0.05,918160000.0,
COF,1.2,1.7,6.93,41210000000.0,10.22
COG,0.08,0.2,0.57,15530000000.0,64.59
COGO,,,0.11,70840000.0,22.02
COH,1.35,2.7,3.61,14120000000.0,13.89
COHR,,,2.39,1610000000.0,27.55
COHU,0.24,2.2,-0.94,268500000.0,
COKE,1.0,1.6,3.02,591720000.0,21.2
COL,1.2,1.7,4.58,9590000000.0,15.32
COLB,0.44,1.7,1.16,1330000000.0,22.38
COLE,0.72,5.0,0.45,7100000000.0,32.29
COLM,1.0,1.4,2.81,2290000000.0,23.6
CONE,0.64,3.1,-0.94,457220000.0,
CONN,,,2.0,2190000000.0,30.52
COO,,,6.26,6350000000.0,20.71
COOL,,,-0.27,24130000.0,
COP,2.76,3.7,6.0,90370000000.0,12.33
COR,1.08,3.1,0.36,722910000.0,96.42
CORE,0.76,1.1,2.96,833000000.0,24.42
CORR,0.5,7.3,1.35,167120000.0,5.14
CORT,,,-0.44,182660000.0,
COSI,,,-0.47,38730000.0,
COST,1.24,1.1,4.63,51270000000.0,25.35
COT,0.23,2.8,0.35,758600000.0,23.07
COTY,0.2,1.3,0.42,6090000000.0,37.74
COV,1.04,1.6,3.77,29540000000.0,17.05
COVS,,,-0.35,418840000.0,
COWN,,,-0.19,465990000.0,
CP,1.36,0.9,4.67,24840000000.0,30.34
CPA,2.92,1.9,8.71,6610000000.0,17.12
CPAC,0.29,2.5,0.53,1400000000.0,22.93
CPAH,,,-0.06,51990000.0,
CPB,1.25,2.9,1.44,13440000000.0,29.74
CPE,,,-0.06,285520000.0,
CPF,0.32,1.7,4.14,778630000.0,4.47
CPGI,,,0.1,45000000.0,11.6
CPHC,,,0.27,45890000.0,40.74
CPHD,,,-0.03,2740000000.0,
CPIX,,,0.21,87310000.0,23.32
CPK,1.54,2.8,3.34,533230000.0,16.57
CPL,0.63,3.5,0.87,8590000000.0,20.53
CPLA,,,2.7,757890000.0,22.65
CPLP,0.93,10.0,0.27,643770000.0,34.76
CPN,,,0.74,8970000000.0,27.51
CPRT,,,1.42,4099999999.9999995,23.02
CPRX,,,-0.2,75480000.0,
CPS,,,,709510000.0,
CPSI,2.04,3.4,2.84,675100000.0,21.45
CPSL,,,-17.76,5040000.0,
CPSS,,,2.55,155830000.0,2.81
CPST,,,-0.07,420740000.0,
CPT,2.52,3.9,3.49,5540000000.0,18.6
CPTA,,,,251180000.0,
CPWR,0.5,4.7,-0.06,2310000000.0,
CQB,,,-7.9,526200000.00000006,
CR,1.2,1.9,3.7,3640000000.0,16.96
CRAI,,,-4.55,199440000.0,
CRAY,,,0.03,882360000.0,804.14
CRDC,,,-0.4,61940000.0,
CRDS,,,-1.24,14450000.0,
CREE,,,0.85,7210000000.0,71.02
CREG,,,0.14,141130000.0,20.36
CRESY,0.44,3.9,-0.12,555150000.0,
CRH,0.4,1.6,0.71,18010000000.0,34.87
CRI,0.64,0.9,2.79,3710000000.0,24.35
CRIS,,,-0.27,348830000.0,
CRK,0.5,2.8,-0.2,858070000.0,
CRL,,,1.93,2410000000.0,25.48
CRM,,,-0.41,31880000000.0,
CRMB,,,-1.13,15350000.0,
CRME,,,0.79,57240000.0,5.79
CRMT,,,3.32,421270000.0,14.08
CRNT,,,-0.95,128820000.0,
CROX,,,1.17,1190000000.0,11.17
CRR,1.2,1.2,3.36,2310000000.0,29.85
CRRB,,,1.1,48490000.0,4.71
CRRC,0.84,4.8,0.89,201810000.0,19.85
CRRS,,,0.09,495720000.0,41.36
CRS,0.72,1.2,2.74,3190000000.0,22.07
CRT,2.95,9.5,2.1,181920000.0,14.47
CRTX,,,0.09,250130000.0,100.43
CRUS,,,2.22,1560000000.0,11.11
CRVL,,,1.3,920610000.0,33.49
CRWN,,,0.31,1180000000.0,10.51
CRWS,0.32,4.1,0.51,74280000.0,14.83
CRY,0.11,1.4,0.27,224530000.0,30.11
CRZO,,,2.01,1820000000.0,22.21
CS,0.11,0.3,1.86,56090000000.0,17.25
CSBK,0.24,1.9,0.25,327110000.0,49.88
CSC,0.8,1.5,6.97,7640000000.0,7.43
CSCD,,,0.42,157850000.0,26.05
CSCO,0.68,2.6,1.8,120900000000.0,12.53
CSE,0.04,0.3,0.64,2580000000.0,20.39
CSFL,0.04,0.4,0.41,316450000.0,25.89
CSFS,,,-0.74,28290000.0,
CSG,0.5,5.3,0.16,2230000000.0,59.25
CSGP,,,0.78,4980000000.0,230.95
CSGS,0.6,2.2,1.61,849300000.0,16.64
CSH,0.14,0.4,4.53,1120000000.0,8.81
CSII,,,-1.07,739930000.0,
CSIQ,,,-3.83,1000000000.0,
CSL,0.88,1.2,2.91,4600000000.0,24.9
CSOD,,,-0.66,2550000000.0,
CSPI,0.4,5.9,1.53,24280000.0,4.54
CSRE,0.32,0.9,1.68,1440000000.0,20.74
CSS,0.6,2.4,1.52,244740000.0,16.95
CST,0.25,0.8,2.01,2410000000.0,15.94
CSTE,,,1.53,1510000000.0,28.51
CSTM,,,1.67,2000000000.0,11.4
CSU,,,-0.24,637650000.0,
CSUN,,,-10.98,95480000.0,
CSV,0.1,0.5,0.72,364560000.0,27.67
CSWC,0.2,0.6,8.36,500620000.0,3.92
CSX,0.6,2.3,1.86,27050000000.0,14.36
CTAS,0.77,1.4,2.54,6460000000.0,21.22
CTB,0.42,1.6,3.74,1670000000.0,6.86
CTBI,1.28,2.9,3.01,681880000.0,14.52
CTC,,,-0.39,31180000.0,
CTCH,,,-0.1,70550000.0,
CTCM,0.64,5.1,0.55,1960000000.0,22.93
CTCT,,,0.3,849020000.0,92.51
CTG,0.2,1.1,0.99,270090000.0,17.79
CTHR,,,0.2,130600000.0,32.49
CTIB,,,-0.05,17710000.0,
CTIC,,,-0.84,200910000.0,
CTL,2.16,6.5,1.73,20130000000.0,19.4
CTRL,,,-0.11,369560000.0,
CTRN,,,-0.25,233560000.0,
CTRP,,,0.81,7290000000.0,68.81
CTRX,,,0.87,10230000000.0,57.33
CTS,0.14,0.8,0.21,596350000.0,85.51
CTSH,,,3.75,26770000000.0,23.68
CTWS,0.99,3.0,1.45,360900000.0,22.65
CTXS,,,1.66,10900000000.0,34.75
CU,,,14.0,,
CUB,0.24,0.4,2.96,1420000000.0,17.94
CUBE,0.44,2.3,-0.01,2560000000.0,
CUBI,,,1.47,413360000.0,11.43
CUBIL,,,1.47,631020000.0,17.45
CUI,,,-0.07,117630000.0,
CUK,1.0,2.8,1.42,27880000000.0,25.32
CUNB,,,0.81,201940000.0,23.7
CUTR,,,-0.18,152790000.0,
CUZ,0.18,1.6,0.8,1360000000.0,14.03
CVA,0.66,3.8,0.36,2230000000.0,47.42
CVBF,0.4,2.7,0.88,1550000000.0,16.74
CVC,0.6,3.8,0.89,4269999999.9999995,17.86
CVCO,,,0.85,526770000.0,70.13
CVCY,0.2,1.9,0.74,113390000.0,14.04
CVD,,,2.88,4980000000.0,30.91
CVE,0.94,3.2,0.7,22230000000.0,42.12
CVG,0.24,1.2,0.95,2089999999.9999998,21.15
CVGI,,,0.65,226300000.0,12.2
CVGW,0.65,2.1,1.17,463180000.0,26.92
CVI,3.0,7.6,6.88,3520000000.0,5.9
CVLT,,,1.16,3860000000.0,71.24
CVLY,0.48,2.3,2.13,98940000.0,9.8
CVO,,,-1.42,200540000.0,
CVRR,5.4,22.5,6.17,3590000000.0,3.95
CVS,0.9,1.5,3.37,75750000000.0,18.32
CVT,,,0.03,1290000000.0,
CVTI,,,0.23,96910000.0,28.72
CVV,,,-0.03,67950000.0,
CVX,4.0,3.3,12.34,233600000000.0,9.8
CW,0.4,0.8,2.19,2360000000.0,22.83
CWBC,,,0.73,45300000.0,7.89
CWCO,0.3,1.9,0.8,230320000.0,19.79
CWEI,,,-2.43,1000000000.0,
CWH,1.0,4.1,0.54,2930000000.0,45.65
CWHN,,,0.54,2500000000.0,38.92
CWHO,,,0.54,2290000000.0,35.66
CWST,,,-1.24,237630000.0,
CWT,0.64,3.0,1.09,1030000000.0,19.93
CWTR,,,-2.5,30610000.0,
CX,,,-0.95,12500000000.0,
CXDC,,,1.21,228900000.0,3.95
CXH,0.55,6.4,0.69,99870000.0,12.51
CXO,,,1.88,11420000000.0,58.54
CXP,,,0.03,3020000000.0,776.55
CXW,1.92,5.1,2.8,4380000000.0,13.52
CY,0.44,4.8,-0.39,1410000000.0,
CYAN,,,0.68,29130000.0,7.9
CYBE,,,-1.54,34930000.0,
CYBX,,,1.68,1580000000.0,34.42
CYCC,,,-1.69,62180000.0,
CYCCP,,,-1.69,141720000.0,
CYD,0.1,0.4,2.88,915650000.0,8.54
CYH,,,2.34,3950000000.0,18.09
CYN,1.0,1.4,3.91,4010000000.0,18.77
CYNO,,,-0.02,550910000.0,
CYOU,,,5.63,1520000000.0,5.07
CYS,1.36,15.5,-2.53,1460000000.0,
CYT,0.5,0.6,3.61,2930000000.0,22.91
CYTK,,,-2.05,190200000.0,
CYTR,,,-0.18,76530000.0,
CYTX,,,-0.41,155990000.0,
CZFC,,,0.83,17480000.0,10.71
CZNC,1.0,4.8,1.64,258450000.0,12.75
CZR,,,-11.21,2340000000.0,
CZWI,0.02,0.3,0.19,38910000.0,40.59
CZZ,0.3,1.9,0.48,4260000000.0,33.89
D,2.25,3.5,0.43,37250000000.0,149.98
DAC,,,-0.83,411200000.0,
DAEG,,,-0.05,14420000.0,
DAIO,,,-0.56,23400000.0,
DAKT,0.36,2.9,0.5,519679999.99999994,24.44
DAL,0.24,0.9,2.42,22250000000.0,10.82
DAN,0.2,0.9,1.3,3320000000.0,17.42
DANG,,,-0.94,691070000.0,
DAR,,,1.06,2780000000.0,22.22
DARA,,,-0.45,12380000.0,
DATA,,,-0.11,3740000000.0,
DATE,,,0.28,183320000.0,22.17
DAVE,,,0.48,141610000.0,39.6
DB,,,0.24,50490000000.0,204.71
DBD,1.15,3.9,-1.73,1890000000.0,
DBLE,,,-1.35,32320000.0,
DBLEP,,,-1.35,277400000.0,
DCI,0.52,1.3,1.64,5900000000.0,24.63
